10/12/20 , NE , 	52839 ,  457
10/12/20 , NH , 	9208 ,  65
10/12/20 , NJ , 	214097 ,  469
10/12/20 , NM , 	33362 ,  379
10/12/20 , NV , 	86439 ,  568
10/12/20 , NY , 	224558 ,  636
10/12/20 , OH , 	170179 ,  1430
10/12/20 , OK , 	106484 ,  3102
10/12/20 , OR , 	37467 ,  212
10/12/20 , PA , 	173304 ,  1088
10/12/20 , RI , 	26294 ,  0
10/12/20 , SC , 	158055 ,  649
10/12/20 , SD , 	28925 ,  361
10/12/20 , TN , 	217682 ,  2965
10/12/20 , TX , 	795126 ,  2648
10/12/20 , UT , 	86832 ,  988
10/12/20 , VA , 	160805 ,  1235
10/12/20 , VT , 	1876 ,  0
10/12/20 , WA , 	93862 ,  0
10/12/20 , WI , 	160331 ,  2016
10/12/20 , WV , 	18281 ,  153
10/12/20 , WY , 	7802 ,  191
10/13/20 , AL , 	167193 ,  1117
10/13/20 , AR , 	94167 ,  680
10/13/20 , AZ , 	226734 ,  684
10/13/20 , CA , 	852406 ,  2378
10/13/20 , CO , 	80085 ,  1048
10/13/20 , CT , 	61697 ,  320
10/13/20 , DE , 	22394 ,  0
10/13/20 , FL , 	729591 ,  2657
10/13/20 , GA , 	333304 ,  993
10/13/20 , HI , 	13736 ,  61
10/13/20 , IA , 	100895 ,  701
10/13/20 , ID , 	49247 ,  584
10/13/20 , IL , 	327781 ,  2851
10/13/20 , IN , 	138104 ,  1549
10/13/20 , KS , 	67862 ,  0
10/13/20 , KY , 	81691 ,  761
10/13/20 , LA , 	175329 ,  682
10/13/20 , MA , 	147461 ,  632
10/13/20 , MD , 	132918 ,  575
10/13/20 , ME , 	5816 ,  36
10/13/20 , MI , 	152862 ,  1466
10/13/20 , MN , 	114874 ,  0
10/13/20 , MO , 	144230 ,  0
10/13/20 , MS , 	106817 ,  876
10/13/20 , MT , 	19967 ,  842
10/13/20 , NC , 	234481 ,  1734
10/13/20 , ND , 	28947 ,  702
10/13/20 , NE , 	53543 ,  704
10/13/20 , NH , 	9279 ,  71
10/13/20 , NJ , 	215085 ,  988
10/13/20 , NM , 	33713 ,  351
10/13/20 , NV , 	86926 ,  487
10/13/20 , NY , 	225406 ,  848
10/13/20 , OH , 	171626 ,  1447
